client_id,age,gender,state,occupation,income,income_band,join_year,nationality,marital,education
C116231,40,Male,QLD,Management,99602,Medium,2022,Australian,married,university.degree
C116232,42,Female,WA,Entrepreneur,101812,Medium,2019,Australian,married,university.degree
C116233,41,Male,NSW,Blue-Collar,101256,Medium,2022,Australian,divorced,unknown
C116234,33,Female,VIC,Technician,98029,Medium,2023,Australian,single,professional.course
C116235,26,Female,SA,Services,86933,Medium,2024,Australian,married,high.school
C116236,26,Male,NSW,Blue-Collar,82850,Medium,2024,Australian,single,basic.6y
C116237,24,Male,NT,Admin,80748,Medium,2020,Australian,single,high.school
C116238,30,Male,QLD,Admin,104425,Medium,2021,Indian,single,university.degree
C116239,27,Female,VIC,Blue-Collar,85178,Medium,2021,Other,married,basic.6y
C116240,43,Male,NSW,Services,116953,Medium,2020,Australian,divorced,unknown
C116241,30,Male,NT,Admin,96016,Medium,2021,Australian,single,university.degree
C116242,49,Male,SA,Services,118855,Medium,2023,Australian,divorced,high.school
C116243,49,Female,QLD,Admin,80315,Medium,2024,Australian,married,basic.9y
C116244,51,Female,NSW,Housemaid,128929,Medium,2023,Australian,married,basic.9y
C116245,40,Female,VIC,Blue-Collar,98549,Medium,2020,Australian,divorced,unknown
C116246,43,Male,VIC,Entrepreneur,100738,Medium,2024,Australian,married,university.degree
C116247,43,Female,NT,Entrepreneur,90407,Medium,2021,Indian,married,university.degree
C116248,27,Female,NSW,Services,72664,Low,2024,Other,single,high.school
C116249,38,Male,VIC,Blue-Collar,93688,Medium,2019,Chinese,married,basic.6y
C116250,31,Female,QLD,Blue-Collar,110292,Medium,2024,British,single,high.school
C116251,31,Male,NSW,Blue-Collar,69243,Low,2023,British,married,basic.6y
C116252,23,Male,NSW,Blue-Collar,76918,Medium,2021,British,single,basic.9y
C116253,25,Female,VIC,Services,101792,Medium,2024,Australian,single,unknown
C116254,33,Male,VIC,Blue-Collar,89753,Medium,2021,Other,married,basic.6y
C116255,36,Female,WA,Admin,112725,Medium,2021,British,single,high.school
C116256,58,Female,NSW,Retired,118552,Medium,2022,Australian,married,basic.4y
C116257,29,Male,NSW,Management,92586,Medium,2021,Australian,married,university.degree
C116258,54,Male,NT,Retired,103245,Medium,2024,Australian,divorced,basic.4y
C116259,53,Male,VIC,Management,123387,Medium,2022,Australian,married,university.degree
C116260,41,Male,NSW,Management,94909,Medium,2023,Australian,married,high.school
C116261,48,Female,NSW,Housemaid,76249,Medium,2023,Australian,divorced,basic.4y
C116262,30,Male,WA,Admin,71415,Low,2021,Australian,single,high.school
C116263,50,Male,NSW,Blue-Collar,102478,Medium,2023,New Zealander,married,basic.4y
C116264,27,Female,NSW,Technician,114766,Medium,2021,New Zealander,married,university.degree
C116265,24,Male,WA,Blue-Collar,81609,Medium,2020,Australian,married,professional.course
C116266,37,Female,VIC,Blue-Collar,98283,Medium,2024,Australian,divorced,professional.course
C116267,27,Male,NSW,Admin,103317,Medium,2019,Other,single,university.degree
C116268,32,Female,NSW,Blue-Collar,59949,Low,2022,Australian,single,basic.9y
C116269,60,Male,VIC,Housemaid,108244,Medium,2021,Other,married,illiterate
C116270,35,Male,NSW,Technician,127264,Medium,2023,Australian,single,professional.course
C116271,49,Female,VIC,Admin,100742,Medium,2023,Australian,single,high.school
C116272,43,Male,VIC,Services,100899,Medium,2021,Australian,divorced,unknown
C116273,33,Female,VIC,Services,93357,Medium,2019,Australian,single,high.school
C116274,37,Female,QLD,Services,107607,Medium,2022,Australian,single,high.school
C116275,28,Female,NSW,Technician,59542,Low,2022,Australian,single,high.school
C116276,48,Female,QLD,Entrepreneur,111315,Medium,2023,Australian,single,university.degree
C116277,38,Female,VIC,Self-Employed,104531,Medium,2023,Australian,single,unknown
C116278,27,Male,NSW,Admin,69246,Low,2022,Australian,single,university.degree
C116279,27,Female,NSW,Blue-Collar,94633,Medium,2022,Australian,single,unknown
C116280,34,Male,WA,Blue-Collar,73462,Low,2020,Australian,married,basic.4y
C116281,34,Male,VIC,Blue-Collar,99311,Medium,2023,Australian,married,unknown
C116282,38,Male,SA,Blue-Collar,74321,Low,2024,Australian,divorced,basic.4y
C116283,44,Male,SA,Blue-Collar,71344,Low,2020,New Zealander,married,basic.4y
C116284,58,Male,QLD,Retired,82842,Medium,2019,Australian,married,basic.4y
C116285,54,Male,WA,Technician,103912,Medium,2019,British,married,high.school
C116286,56,Male,QLD,Retired,108911,Medium,2023,Australian,married,basic.4y
C116287,23,Female,SA,Services,86247,Medium,2022,Other,single,high.school
C116288,41,Female,QLD,Blue-Collar,87220,Medium,2022,Australian,married,basic.9y
C116289,57,Female,NSW,Management,106773,Medium,2024,Australian,married,university.degree
C116290,47,Female,SA,Blue-Collar,106163,Medium,2021,Other,single,unknown
C116291,28,Male,QLD,Blue-Collar,85846,Medium,2024,Australian,married,basic.9y
C116292,33,Female,VIC,Blue-Collar,83807,Medium,2024,Indian,married,basic.6y
C116293,41,Male,VIC,Services,107024,Medium,2023,Australian,single,unknown
C116294,51,Male,VIC,Blue-Collar,65213,Low,2023,British,married,basic.9y
C116295,48,Male,TAS,Entrepreneur,101102,Medium,2021,Chinese,single,university.degree
C116296,29,Male,NSW,Blue-Collar,72058,Low,2022,Australian,single,basic.9y
C116297,29,Male,VIC,Self-Employed,86965,Medium,2024,Australian,married,university.degree
C116298,24,Male,NSW,Blue-Collar,86142,Medium,2019,Australian,single,unknown
C116299,33,Male,NSW,Services,101749,Medium,2024,British,single,high.school
C116300,20,Female,TAS,Services,80452,Medium,2024,Australian,single,high.school
C116301,24,Female,TAS,Blue-Collar,102976,Medium,2021,Australian,single,unknown
C116302,38,Female,NSW,Blue-Collar,63900,Low,2024,Australian,married,basic.6y
C116303,40,Female,NSW,Management,101139,Medium,2024,British,married,university.degree
C116304,44,Male,VIC,Unknown,75832,Medium,2024,British,married,basic.6y
C116305,36,Female,WA,Management,96281,Medium,2023,Australian,divorced,university.degree
C116306,34,Female,VIC,Blue-Collar,66052,Low,2020,British,married,basic.6y
C116307,27,Male,SA,Admin,90325,Medium,2021,Other,single,basic.9y
C116308,47,Male,VIC,Blue-Collar,115567,Medium,2019,Other,single,unknown
C116309,27,Male,VIC,Blue-Collar,84828,Medium,2021,Other,single,basic.6y
C116310,46,Male,NSW,Blue-Collar,80148,Medium,2019,Australian,married,basic.4y
C116311,51,Male,VIC,Housemaid,86713,Medium,2022,Australian,married,basic.9y
C116312,43,Male,VIC,Admin,89931,Medium,2019,Australian,married,university.degree
C116313,38,Male,SA,Blue-Collar,85185,Medium,2022,Australian,married,basic.6y
C116314,41,Male,QLD,Services,120472,Medium,2020,Australian,divorced,high.school
C116315,30,Female,NSW,Admin,96449,Medium,2021,Australian,single,university.degree
C116316,24,Female,NSW,Admin,71403,Low,2020,Australian,single,high.school
C116317,26,Male,TAS,Admin,85835,Medium,2023,Australian,single,university.degree
C116318,25,Male,QLD,Services,84774,Medium,2023,Australian,single,high.school
C116319,37,Male,NSW,Self-Employed,125470,Medium,2020,Australian,divorced,professional.course
C116320,26,Female,QLD,Blue-Collar,90103,Medium,2019,Australian,single,basic.9y
C116321,35,Female,VIC,Services,96770,Medium,2024,Australian,single,high.school
C116322,36,Female,QLD,Blue-Collar,81617,Medium,2020,British,married,basic.6y
C116323,55,Male,NSW,Admin,116342,Medium,2024,Australian,married,university.degree
C116324,53,Male,VIC,Admin,116981,Medium,2024,Australian,married,university.degree
C116325,23,Female,VIC,Management,85392,Medium,2021,British,single,university.degree
C116326,38,Female,VIC,Technician,88471,Medium,2023,British,married,high.school
C116327,41,Female,VIC,Blue-Collar,117937,Medium,2020,British,divorced,unknown
C116328,51,Female,VIC,Blue-Collar,89814,Medium,2024,Australian,married,basic.4y
C116329,35,Female,VIC,Services,115535,Medium,2023,Australian,divorced,university.degree
C116330,31,Female,QLD,Blue-Collar,102804,Medium,2024,British,single,high.school
C116331,22,Female,QLD,Services,85347,Medium,2023,Australian,married,basic.9y
C116332,20,Female,SA,Student,86403,Medium,2021,British,single,high.school
C116333,57,Female,NSW,Technician,160153,High,2023,Australian,divorced,professional.course
C116334,52,Male,QLD,Entrepreneur,115084,Medium,2023,Australian,married,university.degree
C116335,35,Female,QLD,Housemaid,65263,Low,2020,British,married,basic.4y
C116336,35,Female,NSW,Housemaid,74975,Low,2022,Chinese,married,basic.4y
C116337,31,Female,NSW,Blue-Collar,101670,Medium,2024,Indian,single,high.school
C116338,28,Female,VIC,Blue-Collar,61470,Low,2024,New Zealander,married,basic.9y
C116339,29,Female,VIC,Blue-Collar,68820,Low,2022,New Zealander,single,basic.9y
C116340,29,Female,VIC,Blue-Collar,91127,Medium,2024,Australian,single,basic.9y
C116341,50,Female,NSW,Entrepreneur,107641,Medium,2019,New Zealander,married,university.degree
C116342,48,Female,NSW,Technician,112777,Medium,2022,Australian,married,professional.course
C116343,29,Male,QLD,Blue-Collar,90730,Medium,2024,Australian,single,basic.9y
C116344,32,Female,QLD,Blue-Collar,71798,Low,2024,Australian,single,basic.9y
C116345,29,Female,NSW,Blue-Collar,60227,Low,2022,Australian,single,basic.9y
C116346,35,Male,NSW,Services,90983,Medium,2022,Australian,married,unknown
C116347,29,Female,VIC,Blue-Collar,84831,Medium,2023,Australian,single,basic.9y
C116348,53,Male,NSW,Admin,117660,Medium,2022,Australian,single,unknown
C116349,31,Male,QLD,Blue-Collar,88739,Medium,2019,Indian,married,unknown
C116350,31,Female,VIC,Admin,78445,Medium,2020,Indian,single,university.degree
C116351,30,Male,VIC,Management,93053,Medium,2024,Chinese,married,university.degree
C116352,27,Female,TAS,Blue-Collar,89548,Medium,2020,Australian,single,basic.9y
C116353,59,Female,NSW,Technician,102920,Medium,2021,Other,divorced,basic.9y
C116354,34,Male,WA,Blue-Collar,74148,Low,2023,Australian,married,basic.9y
C116355,30,Male,VIC,Management,82014,Medium,2024,British,married,university.degree
C116356,24,Male,NSW,Services,76391,Medium,2021,Australian,single,basic.9y
C116357,24,Male,VIC,Admin,93957,Medium,2020,Australian,married,unknown
C116358,31,Male,WA,Blue-Collar,101432,Medium,2023,Australian,married,basic.6y
C116359,44,Female,NT,Blue-Collar,86213,Medium,2024,British,married,basic.4y
C116360,21,Female,QLD,Services,77606,Medium,2024,Australian,single,basic.9y
C116361,25,Female,NSW,Blue-Collar,84805,Medium,2024,Australian,single,basic.9y
C116362,30,Female,NSW,Blue-Collar,104555,Medium,2019,Australian,married,unknown
C116363,39,Female,SA,Services,104118,Medium,2024,Australian,married,unknown
C116364,59,Female,QLD,Retired,153275,High,2022,Australian,married,unknown
C116365,36,Male,QLD,Entrepreneur,98707,Medium,2021,Australian,married,university.degree
C116366,36,Male,VIC,Entrepreneur,101837,Medium,2024,Australian,married,university.degree
C116367,32,Female,WA,Admin,99816,Medium,2019,Australian,married,university.degree
C116368,21,Female,SA,Blue-Collar,75200,Medium,2023,Australian,married,basic.9y
C116369,26,Female,VIC,Services,104305,Medium,2023,Australian,single,high.school
C116370,26,Male,VIC,Services,78921,Medium,2022,Other,single,high.school
C116371,28,Female,VIC,Blue-Collar,89901,Medium,2020,Australian,single,high.school
C116372,32,Male,NSW,Blue-Collar,78875,Medium,2019,Australian,divorced,basic.6y
C116373,42,Female,NSW,Housemaid,96093,Medium,2022,Other,married,basic.4y
C116374,49,Female,WA,Blue-Collar,92270,Medium,2023,Australian,divorced,basic.9y
C116375,35,Female,TAS,Admin,88045,Medium,2024,Australian,married,professional.course
C116376,41,Female,QLD,Blue-Collar,93335,Medium,2022,Australian,single,basic.6y
C116377,43,Male,NSW,Admin,106846,Medium,2024,Other,married,university.degree
C116378,27,Male,VIC,Blue-Collar,69806,Low,2023,Indian,single,high.school
C116379,30,Male,QLD,Management,112447,Medium,2019,Australian,married,university.degree
C116380,31,Female,WA,Blue-Collar,91840,Medium,2022,Australian,single,high.school
C116381,48,Female,NSW,Services,100310,Medium,2021,Australian,married,basic.9y
C116382,56,Female,NSW,Housemaid,90581,Medium,2022,Indian,single,basic.4y
C116383,31,Female,NSW,Technician,93520,Medium,2020,Australian,married,basic.9y
C116384,59,Male,NSW,Blue-Collar,111276,Medium,2022,Other,married,basic.9y
C116385,32,Male,NSW,Services,71971,Low,2021,Other,single,high.school
C116386,58,Female,VIC,Entrepreneur,122208,Medium,2021,Australian,married,university.degree
C116387,58,Female,SA,Entrepreneur,125531,Medium,2019,Australian,married,university.degree
C116388,58,Male,NSW,Entrepreneur,89471,Medium,2022,Australian,married,university.degree
C116389,32,Male,NSW,Self-Employed,102754,Medium,2021,Australian,married,university.degree
C116390,45,Female,WA,Retired,97585,Medium,2024,Australian,married,basic.4y
C116391,31,Female,NSW,Admin,88821,Medium,2020,Australian,single,high.school
C116392,31,Female,WA,Blue-Collar,92679,Medium,2021,British,single,high.school
C116393,24,Male,VIC,Services,76869,Medium,2024,Other,single,basic.9y
C116394,24,Female,QLD,Services,68321,Low,2022,Australian,single,basic.9y
C116395,38,Male,QLD,Blue-Collar,60403,Low,2023,Indian,married,basic.6y
C116396,23,Female,VIC,Admin,95157,Medium,2023,Australian,single,professional.course
C116397,23,Male,NSW,Admin,90487,Medium,2024,Australian,single,professional.course
C116398,23,Male,NSW,Admin,96072,Medium,2022,British,single,professional.course
C116399,23,Female,VIC,Admin,73348,Low,2024,Australian,single,professional.course
C116400,23,Male,SA,Admin,91696,Medium,2024,Australian,single,professional.course
C116401,23,Female,VIC,Admin,64018,Low,2021,Indian,single,professional.course
C116402,59,Male,NSW,Retired,115216,Medium,2023,Australian,married,unknown
C116403,23,Female,WA,Admin,83562,Medium,2024,Australian,single,professional.course
C116404,38,Female,VIC,Management,111058,Medium,2019,Australian,divorced,university.degree
C116405,34,Female,NSW,Admin,104548,Medium,2021,Indian,single,high.school
C116406,33,Female,QLD,Blue-Collar,71369,Low,2024,Australian,married,basic.4y
C116407,56,Male,VIC,Blue-Collar,90411,Medium,2021,Australian,married,basic.9y
C116408,28,Male,WA,Admin,68294,Low,2020,Australian,single,high.school
C116409,26,Female,NSW,Admin,79846,Medium,2023,British,single,university.degree
C116410,40,Female,SA,Services,114052,Medium,2024,Other,married,basic.4y
C116411,30,Male,NSW,Technician,97382,Medium,2019,Australian,married,basic.9y
C116412,33,Male,WA,Admin,107400,Medium,2023,Australian,single,university.degree
C116413,30,Male,SA,Services,86532,Medium,2023,Australian,single,high.school
C116414,31,Female,QLD,Blue-Collar,72530,Low,2022,Australian,married,basic.4y
C116415,31,Female,WA,Blue-Collar,80941,Medium,2024,Australian,married,basic.4y
C116416,31,Male,VIC,Blue-Collar,66480,Low,2019,Australian,married,basic.4y
C116417,24,Male,WA,Technician,79704,Medium,2021,Australian,single,basic.9y
C116418,38,Male,NSW,Blue-Collar,73904,Low,2023,Australian,married,basic.6y
C116419,49,Male,QLD,Technician,109580,Medium,2024,Australian,married,professional.course
C116420,30,Female,QLD,Admin,81588,Medium,2023,Other,single,high.school
C116421,35,Female,QLD,Admin,75389,Medium,2023,Australian,married,high.school
C116422,39,Male,VIC,Admin,85082,Medium,2023,Australian,married,basic.6y
C116423,55,Female,NSW,Retired,101165,Medium,2023,Australian,married,basic.4y
C116424,39,Male,SA,Admin,79499,Medium,2024,Australian,married,basic.6y
C116425,32,Female,VIC,Blue-Collar,66970,Low,2021,Australian,divorced,basic.6y
C116426,31,Male,NSW,Blue-Collar,84310,Medium,2024,Australian,single,high.school
C116427,40,Male,NSW,Entrepreneur,96341,Medium,2023,Other,married,university.degree
C116428,50,Female,NSW,Admin,91559,Medium,2024,New Zealander,married,basic.6y
C116429,31,Female,NSW,Blue-Collar,96228,Medium,2022,Australian,single,high.school
C116430,55,Male,WA,Retired,82715,Medium,2022,Australian,married,basic.4y
C116431,24,Female,QLD,Services,106882,Medium,2023,Indian,single,basic.9y
C116432,48,Male,NT,Technician,113230,Medium,2022,Other,divorced,professional.course
C116433,36,Female,VIC,Blue-Collar,92242,Medium,2024,Australian,married,high.school
C116434,53,Female,QLD,Management,106817,Medium,2020,Australian,married,university.degree
C116435,36,Female,QLD,Blue-Collar,101007,Medium,2022,Australian,married,high.school
C116436,32,Female,NSW,Technician,91992,Medium,2022,Other,single,high.school
C116437,39,Female,VIC,Admin,76921,Medium,2020,Australian,married,basic.6y
C116438,42,Female,QLD,Admin,94794,Medium,2022,New Zealander,married,university.degree
C116439,21,Male,VIC,Blue-Collar,67828,Low,2024,Australian,married,basic.9y
C116440,40,Male,VIC,Admin,105020,Medium,2024,Indian,divorced,university.degree
C116441,51,Female,WA,Blue-Collar,91624,Medium,2022,Australian,single,basic.4y
C116442,26,Male,NSW,Blue-Collar,92322,Medium,2020,Australian,married,unknown
C116443,59,Male,NSW,Technician,104413,Medium,2023,New Zealander,divorced,basic.9y
C116444,26,Male,NSW,Admin,68370,Low,2022,Australian,single,high.school
C116445,25,Male,QLD,Admin,81720,Medium,2024,Australian,single,university.degree
C116446,49,Male,WA,Blue-Collar,93373,Medium,2023,Australian,married,basic.4y
C116447,21,Female,QLD,Blue-Collar,78997,Medium,2019,Australian,married,basic.9y
C116448,34,Male,NSW,Technician,111765,Medium,2022,Australian,married,professional.course
C116449,40,Female,VIC,Blue-Collar,83682,Medium,2024,Australian,married,basic.6y
C116450,34,Male,NSW,Services,97403,Medium,2022,Australian,married,high.school
C116451,37,Female,NSW,Unemployed,93429,Medium,2024,New Zealander,single,basic.9y
C116452,32,Male,VIC,Services,70192,Low,2023,Australian,single,high.school
C116453,39,Female,TAS,Management,87359,Medium,2023,Australian,married,basic.9y
C116454,29,Male,NSW,Technician,96946,Medium,2022,Australian,single,university.degree
C116455,44,Male,NT,Management,95731,Medium,2021,Australian,married,university.degree
C116456,31,Female,NSW,Blue-Collar,72741,Low,2021,Australian,married,basic.9y
C116457,39,Female,WA,Services,112671,Medium,2023,Australian,married,unknown
C116458,30,Male,VIC,Services,75801,Medium,2024,Australian,single,high.school
C116459,31,Female,VIC,Blue-Collar,71021,Low,2024,Australian,divorced,basic.9y
C116460,43,Male,VIC,Admin,121125,Medium,2023,Australian,divorced,university.degree
C116461,37,Male,WA,Unemployed,86718,Medium,2023,British,married,professional.course
C116462,27,Male,VIC,Blue-Collar,73952,Low,2023,Australian,single,basic.9y
C116463,48,Male,WA,Services,87204,Medium,2022,Other,married,basic.9y
C116464,24,Male,VIC,Services,71780,Low,2019,Australian,single,basic.9y
C116465,48,Male,WA,Services,98827,Medium,2019,Australian,married,basic.9y
C116466,24,Female,QLD,Services,68949,Low,2024,Other,single,basic.9y
C116467,44,Female,SA,Technician,117587,Medium,2022,Chinese,married,professional.course
C116468,25,Male,VIC,Blue-Collar,83664,Medium,2023,Indian,single,basic.4y
C116469,24,Female,QLD,Blue-Collar,80200,Medium,2023,British,single,basic.6y
C116470,31,Male,NSW,Housemaid,97745,Medium,2024,Australian,single,high.school
C116471,38,Female,SA,Technician,96043,Medium,2020,Australian,married,unknown
C116472,46,Male,VIC,Services,100083,Medium,2020,Indian,married,high.school
C116473,31,Male,VIC,Blue-Collar,81659,Medium,2023,British,married,basic.6y
C116474,37,Female,WA,Admin,97404,Medium,2019,Australian,divorced,high.school
C116475,48,Male,QLD,Unknown,123540,Medium,2020,Other,married,basic.6y
C116476,28,Male,NSW,Admin,102628,Medium,2024,Australian,single,university.degree
C116477,36,Male,NSW,Blue-Collar,98058,Medium,2022,Australian,married,high.school
C116478,40,Female,NSW,Blue-Collar,122303,Medium,2021,Australian,married,high.school
C116479,33,Male,QLD,Blue-Collar,75406,Medium,2019,Indian,married,basic.4y
C116480,32,Female,NSW,Blue-Collar,73431,Low,2019,Australian,divorced,basic.6y
C116481,46,Male,VIC,Services,105128,Medium,2022,British,married,high.school
C116482,28,Male,NSW,Management,83619,Medium,2024,Indian,single,university.degree
C116483,31,Female,VIC,Blue-Collar,73362,Low,2021,British,married,basic.4y
C116484,31,Female,NSW,Blue-Collar,58828,Low,2019,Australian,married,basic.9y
C116485,26,Female,NSW,Admin,81746,Medium,2020,Other,single,university.degree
C116486,57,Male,QLD,Admin,99066,Medium,2022,New Zealander,married,basic.9y
C116487,36,Male,NSW,Entrepreneur,110396,Medium,2021,Australian,married,university.degree
C116488,30,Male,WA,Blue-Collar,88533,Medium,2022,Australian,single,basic.6y
C116489,30,Female,NSW,Technician,90737,Medium,2022,Other,married,university.degree
C116490,42,Female,QLD,Admin,126612,Medium,2022,Australian,married,university.degree
C116491,31,Male,NSW,Housemaid,87230,Medium,2020,New Zealander,single,high.school
C116492,39,Male,QLD,Services,99931,Medium,2023,Australian,married,high.school
C116493,24,Male,NSW,Blue-Collar,54188,Low,2020,Other,single,basic.9y
C116494,39,Male,QLD,Services,103609,Medium,2024,Australian,married,unknown
C116495,57,Male,NSW,Admin,113048,Medium,2019,Australian,single,basic.9y
C116496,24,Female,VIC,Services,82837,Medium,2020,Australian,single,basic.9y
C116497,21,Male,QLD,Blue-Collar,72344,Low,2023,Indian,married,basic.9y
C116498,36,Female,VIC,Blue-Collar,83026,Medium,2019,Australian,single,basic.6y
C116499,44,Male,NSW,Admin,68582,Low,2023,Chinese,married,basic.6y
C116500,30,Female,NSW,Management,95141,Medium,2019,Australian,married,university.degree
C116501,36,Male,VIC,Services,111400,Medium,2021,New Zealander,married,high.school
C116502,32,Female,VIC,Technician,106540,Medium,2024,Australian,single,high.school
C116503,38,Male,VIC,Blue-Collar,87498,Medium,2023,Australian,married,high.school
C116504,25,Female,NSW,Blue-Collar,89714,Medium,2023,Australian,single,basic.6y
C116505,32,Male,NSW,Technician,85391,Medium,2024,Australian,married,professional.course
C116506,40,Female,QLD,Entrepreneur,90740,Medium,2020,Australian,married,university.degree
C116507,22,Female,NSW,Blue-Collar,97763,Medium,2023,Australian,single,high.school
C116508,29,Male,QLD,Admin,101086,Medium,2019,New Zealander,divorced,unknown
C116509,51,Female,TAS,Blue-Collar,86083,Medium,2022,Australian,single,basic.4y
C116510,47,Female,VIC,Self-Employed,115986,Medium,2024,Australian,single,unknown
C116511,36,Female,QLD,Blue-Collar,74120,Low,2022,Australian,married,basic.9y
C116512,26,Female,QLD,Services,89319,Medium,2022,Australian,single,high.school
C116513,26,Female,NSW,Services,88369,Medium,2023,Australian,single,high.school
C116514,36,Male,QLD,Blue-Collar,84039,Medium,2022,Australian,married,basic.9y
C116515,44,Female,NSW,Admin,71983,Low,2020,Australian,married,basic.6y
C116516,25,Female,VIC,Blue-Collar,77627,Medium,2019,Australian,single,basic.9y
C116517,55,Female,VIC,Unemployed,118396,Medium,2024,Australian,married,university.degree
C116518,30,Female,WA,Blue-Collar,63368,Low,2019,Australian,married,basic.6y
C116519,33,Female,WA,Management,103551,Medium,2021,Australian,married,high.school
C116520,39,Female,TAS,Blue-Collar,126387,Medium,2024,Australian,single,university.degree
C116521,24,Male,SA,Admin,113211,Medium,2020,Other,married,unknown
C116522,28,Male,WA,Admin,97601,Medium,2022,Australian,married,university.degree
C116523,53,Female,WA,Services,105763,Medium,2020,Australian,married,high.school
C116524,28,Female,NSW,Services,86856,Medium,2024,Other,single,high.school
C116525,30,Male,VIC,Management,101167,Medium,2024,Australian,married,university.degree
C116526,26,Male,VIC,Student,82157,Medium,2022,Australian,single,high.school
C116527,30,Male,NSW,Admin,107326,Medium,2021,Australian,married,university.degree
C116528,25,Female,NSW,Technician,73621,Low,2024,Australian,single,university.degree
C116529,36,Female,VIC,Entrepreneur,95451,Medium,2024,Australian,married,university.degree
C116530,37,Male,NSW,Entrepreneur,109463,Medium,2023,Australian,married,university.degree
C116531,50,Female,SA,Admin,98358,Medium,2020,Australian,single,university.degree
C116532,28,Female,NSW,Admin,86918,Medium,2023,Indian,married,university.degree
C116533,31,Female,QLD,Services,97374,Medium,2021,New Zealander,divorced,high.school
C116534,58,Male,QLD,Retired,118519,Medium,2022,Australian,married,basic.4y
C116535,24,Female,TAS,Admin,74373,Low,2019,Australian,married,unknown
C116536,53,Male,NSW,Entrepreneur,97033,Medium,2024,Australian,divorced,university.degree
C116537,28,Female,QLD,Admin,78448,Medium,2021,New Zealander,married,university.degree
C116538,49,Female,NSW,Unemployed,90700,Medium,2024,Australian,married,high.school
C116539,59,Male,WA,Retired,104553,Medium,2019,New Zealander,married,university.degree
C116540,33,Female,WA,Blue-Collar,62578,Low,2020,Australian,married,basic.4y
C116541,39,Male,QLD,Services,125852,Medium,2023,British,married,unknown
C116542,28,Male,NSW,Admin,86055,Medium,2020,New Zealander,married,university.degree
C116543,56,Male,NSW,Retired,116477,Medium,2019,Australian,married,professional.course
C116544,24,Male,SA,Admin,74934,Low,2021,Australian,married,university.degree
C116545,34,Female,TAS,Technician,109802,Medium,2024,Chinese,married,professional.course
C116546,27,Female,VIC,Management,116259,Medium,2023,Australian,single,university.degree
C116547,37,Male,NSW,Admin,86798,Medium,2024,Australian,single,university.degree
C116548,49,Male,QLD,Self-Employed,135547,Medium,2020,Australian,divorced,university.degree
C116549,30,Female,NSW,Management,100673,Medium,2023,Australian,married,university.degree
C116550,40,Male,VIC,Admin,100202,Medium,2024,Other,divorced,university.degree
C116551,52,Male,NSW,Admin,115001,Medium,2020,Australian,divorced,university.degree
C116552,44,Male,VIC,Technician,115386,Medium,2023,Australian,married,professional.course
C116553,36,Male,VIC,Blue-Collar,106085,Medium,2024,Australian,married,basic.9y
C116554,50,Female,VIC,Housemaid,121843,Medium,2024,Australian,married,unknown
C116555,38,Male,NT,Management,109593,Medium,2022,Australian,single,university.degree
C116556,31,Male,NSW,Blue-Collar,67492,Low,2024,Australian,married,basic.4y
C116557,30,Male,VIC,Management,106369,Medium,2022,Australian,married,university.degree
C116558,27,Male,NSW,Services,75368,Medium,2020,Australian,single,high.school
C116559,25,Male,NT,Blue-Collar,79258,Medium,2023,Australian,married,high.school
C116560,30,Male,QLD,Blue-Collar,109799,Medium,2022,Australian,married,basic.6y
C116561,27,Female,WA,Blue-Collar,49600,Low,2024,British,single,high.school
C116562,36,Male,QLD,Self-Employed,106598,Medium,2024,Indian,single,university.degree
C116563,49,Female,NSW,Self-Employed,118109,Medium,2023,British,divorced,university.degree
C116564,25,Male,NSW,Blue-Collar,71713,Low,2022,Chinese,single,basic.9y
C116565,26,Male,QLD,Technician,92946,Medium,2024,Australian,single,professional.course
C116566,26,Male,VIC,Admin,89197,Medium,2021,Australian,single,university.degree
C116567,49,Male,NSW,Unknown,117826,Medium,2024,Australian,married,university.degree
C116568,34,Female,NSW,Blue-Collar,88264,Medium,2022,New Zealander,married,high.school
C116569,37,Female,NSW,Technician,102399,Medium,2019,Australian,single,university.degree
C116570,29,Male,VIC,Blue-Collar,119619,Medium,2024,Australian,married,unknown
C116571,24,Male,VIC,Admin,83376,Medium,2024,Australian,married,university.degree
C116572,39,Male,NSW,Blue-Collar,89685,Medium,2021,Australian,married,basic.6y
C116573,32,Male,TAS,Technician,92472,Medium,2024,Australian,married,professional.course
C116574,53,Female,QLD,Entrepreneur,124648,Medium,2021,New Zealander,divorced,university.degree
C116575,26,Female,NSW,Services,94802,Medium,2023,Australian,single,high.school
C116576,31,Male,QLD,Blue-Collar,84581,Medium,2020,Australian,married,basic.9y
C116577,51,Female,VIC,Blue-Collar,77222,Medium,2019,Australian,married,basic.4y
C116578,34,Female,VIC,Blue-Collar,73071,Low,2019,Australian,married,basic.9y
C116579,24,Female,NSW,Admin,106634,Medium,2024,Australian,married,university.degree
C116580,29,Female,NSW,Self-Employed,85188,Medium,2019,Australian,married,professional.course
C116581,25,Male,QLD,Blue-Collar,82141,Medium,2022,Indian,single,basic.9y
C116582,53,Female,VIC,Blue-Collar,79914,Medium,2021,British,married,basic.4y
C116583,59,Female,NSW,Retired,137751,Medium,2021,New Zealander,divorced,unknown
C116584,34,Male,NSW,Admin,86663,Medium,2022,Australian,married,university.degree
C116585,47,Female,TAS,Technician,101692,Medium,2019,Australian,married,professional.course
